video_uid,video_id,true_label,split,sync_score
REAL__id00418,id00418,0,train,0.5010478496551514
REAL__id00428,id00428,0,train,0.5009817481040955
REAL__id00430,id00430,0,train,0.5010722875595093
REAL__id00431,id00431,0,train,0.5011434555053711
REAL__id00434,id00434,0,val,0.5008549094200134
REAL__id00458,id00458,0,train,0.501320481300354
REAL__id00459,id00459,0,train,0.501279890537262
REAL__id00460,id00460,0,val,0.501091480255127
REAL__id00461,id00461,0,train,0.5009737014770508
REAL__id00462,id00462,0,train,0.5011422634124756
REAL__id00475,id00475,0,train,0.5009378790855408
REAL__id00476,id00476,0,val,0.5009802579879761
REAL__id00478,id00478,0,train,0.5010240077972412
REAL__id00484,id00484,0,train,0.5010188221931458
REAL__id00488,id00488,0,train,0.5012064576148987
REAL__id00491,id00491,0,train,0.5011972784996033
REAL__id00495,id00495,0,train,0.5012120008468628
REAL__id00496,id00496,0,train,0.5011160373687744
REAL__id00498,id00498,0,train,0.5009936690330505
REAL__id00518,id00518,0,train,0.5010571479797363
REAL__id00519,id00519,0,train,0.5010063052177429
REAL__id00520,id00520,0,train,0.5009985566139221
REAL__id00529,id00529,0,train,0.5010615587234497
REAL__id00535,id00535,0,train,0.501034677028656
REAL__id00548,id00548,0,train,0.501043438911438
REAL__id00554,id00554,0,train,0.5011206269264221
REAL__id00555,id00555,0,val,0.501133143901825
REAL__id00559,id00559,0,train,0.5011456608772278
REAL__id00560,id00560,0,train,0.5010603666305542
REAL__id00566,id00566,0,train,0.501137912273407
REAL__id00568,id00568,0,train,0.5011380910873413
REAL__id00569,id00569,0,train,0.500924825668335
REAL__id00575,id00575,0,train,0.5010678172111511
REAL__id00577,id00577,0,train,0.500903844833374
REAL__id00581,id00581,0,val,0.501132071018219
REAL__id00582,id00582,0,train,0.5010148882865906
REAL__id00589,id00589,0,train,0.5010954737663269
REAL__id00591,id00591,0,train,0.5010966062545776
REAL__id00592,id00592,0,val,0.5011781454086304
REAL__id00594,id00594,0,train,0.5011163949966431
REAL__id00597,id00597,0,train,0.5010644197463989
REAL__id00616,id00616,0,train,0.5011634230613708
REAL__id00618,id00618,0,train,0.5010573267936707
REAL__id00633,id00633,0,train,0.5012267827987671
REAL__id00634,id00634,0,train,0.501157283782959
REAL__id00680,id00680,0,train,0.5011169910430908
REAL__id00685,id00685,0,train,0.5010202527046204
REAL__id00694,id00694,0,train,0.5007959008216858
REAL__id00696,id00696,0,train,0.5010717511177063
REAL__id00701,id00701,0,train,0.5011604428291321
REAL__id00707,id00707,0,train,0.5010170340538025
REAL__id00708,id00708,0,train,0.5010364651679993
REAL__id00709,id00709,0,train,0.5010607838630676
REAL__id00732,id00732,0,val,0.5010040998458862
REAL__id00735,id00735,0,train,0.5010066628456116
REAL__id00739,id00739,0,val,0.5012074708938599
REAL__id00740,id00740,0,train,0.5011494159698486
REAL__id00745,id00745,0,train,0.5011545419692993
REAL__id00747,id00747,0,train,0.5012307167053223
REAL__id00752,id00752,0,train,0.5011865496635437
REAL__id00761,id00761,0,train,0.5010876655578613
REAL__id00763,id00763,0,train,0.5011623501777649
REAL__id00769,id00769,0,train,0.5010697841644287
REAL__id00773,id00773,0,train,0.5011234283447266
REAL__id00775,id00775,0,val,0.5011762380599976
REAL__id00777,id00777,0,train,0.5011295676231384
REAL__id00781,id00781,0,train,0.5009778738021851
REAL__id00806,id00806,0,train,0.501151978969574
REAL__id00813,id00813,0,train,0.5011325478553772
REAL__id00816,id00816,0,train,0.5010581016540527
REAL__id00823,id00823,0,val,0.501180112361908
REAL__id00826,id00826,0,train,0.5010104179382324
REAL__id00829,id00829,0,train,0.5011510848999023
REAL__id00830,id00830,0,val,0.5011241436004639
REAL__id00832,id00832,0,train,0.5012212991714478
REAL__id00835,id00835,0,train,0.5010488629341125
REAL__id00841,id00841,0,train,0.5011506676673889
REAL__id00848,id00848,0,val,0.5010868906974792
REAL__id00857,id00857,0,train,0.5010026097297668
REAL__id00860,id00860,0,train,0.5010603666305542
REAL__id00863,id00863,0,train,0.5011873245239258
REAL__id00897,id00897,0,train,0.5012556314468384
REAL__id00909,id00909,0,train,0.5011440515518188
REAL__id00919,id00919,0,train,0.5011053085327148
REAL__id00935,id00935,0,train,0.5010854005813599
REAL__id00943,id00943,0,train,0.5011216998100281
REAL__id00944,id00944,0,train,0.5010295510292053
REAL__id00945,id00945,0,train,0.5012471079826355
REAL__id00946,id00946,0,train,0.5011052489280701
REAL__id00963,id00963,0,train,0.5010288953781128
REAL__id00971,id00971,0,val,0.5011655688285828
REAL__id00981,id00981,0,val,0.5010876059532166
REAL__id00987,id00987,0,val,0.5010324120521545
REAL__id00990,id00990,0,train,0.5010833740234375
REAL__id00999,id00999,0,val,0.5011184215545654
REAL__id01001,id01001,0,train,0.5009801387786865
REAL__id01002,id01002,0,train,0.5010975003242493
REAL__id01004,id01004,0,train,0.5011255741119385
REAL__id01005,id01005,0,train,0.501086413860321
REAL__id01018,id01018,0,train,0.5012550950050354
REAL__id01026,id01026,0,train,0.5010347366333008
REAL__id01035,id01035,0,train,0.5011999011039734
REAL__id01036,id01036,0,train,0.5011093020439148
REAL__id01042,id01042,0,train,0.5009405612945557
REAL__id01044,id01044,0,train,0.5011293292045593
REAL__id01048,id01048,0,train,0.5010858178138733
REAL__id01051,id01051,0,train,0.50106281042099
REAL__id01052,id01052,0,train,0.5010361075401306
REAL__id01058,id01058,0,val,0.5011157393455505
REAL__id01075,id01075,0,train,0.5013157725334167
REAL__id01076,id01076,0,train,0.5008951425552368
REAL__id01091,id01091,0,train,0.5011407732963562
REAL__id01096,id01096,0,train,0.5009357929229736
REAL__id01098,id01098,0,train,0.5011022090911865
REAL__id01099,id01099,0,train,0.5011659264564514
REAL__id01102,id01102,0,train,0.5011146068572998
REAL__id01105,id01105,0,train,0.5010250210762024
REAL__id01123,id01123,0,val,0.5010976791381836
REAL__id01124,id01124,0,train,0.5010908842086792
REAL__id01126,id01126,0,train,0.5010631084442139
REAL__id01154,id01154,0,train,0.5009750723838806
REAL__id01156,id01156,0,train,0.5012025833129883
REAL__id01157,id01157,0,train,0.5011370778083801
REAL__id01163,id01163,0,train,0.5012323260307312
REAL__id01168,id01168,0,train,0.5010202527046204
REAL__id01170,id01170,0,train,0.5010796785354614
REAL__id01171,id01171,0,train,0.5010961890220642
REAL__id01172,id01172,0,train,0.5010256171226501
REAL__id01175,id01175,0,train,0.5010451078414917
REAL__id01178,id01178,0,train,0.5009745359420776
REAL__id01179,id01179,0,train,0.5009866952896118
REAL__id01182,id01182,0,train,0.5010374784469604
REAL__id01192,id01192,0,train,0.5011014938354492
REAL__id01201,id01201,0,train,0.5010520815849304
REAL__id01204,id01204,0,train,0.5012503862380981
REAL__id01207,id01207,0,train,0.5010072588920593
REAL__id01210,id01210,0,train,0.501045823097229
REAL__id01211,id01211,0,train,0.5010176301002502
REAL__id01212,id01212,0,val,0.5011312961578369
REAL__id01215,id01215,0,train,0.5010808110237122
REAL__id01216,id01216,0,train,0.5010362267494202
REAL__id01217,id01217,0,train,0.5011411309242249
REAL__id01223,id01223,0,train,0.5009264349937439
REAL__id01225,id01225,0,train,0.5011054873466492
REAL__id01227,id01227,0,val,0.5011820793151855
REAL__id01231,id01231,0,train,0.501176118850708
REAL__id01238,id01238,0,train,0.5010237097740173
REAL__id01239,id01239,0,train,0.5011312365531921
REAL__id01245,id01245,0,train,0.5011892914772034
REAL__id01248,id01248,0,train,0.5010508298873901
REAL__id01281,id01281,0,train,0.5010278820991516
REAL__id01392,id01392,0,train,0.5011000037193298
REAL__id01451,id01451,0,train,0.5009391903877258
REAL__id01452,id01452,0,train,0.5009551048278809
REAL__id01521,id01521,0,val,0.501054584980011
REAL__id01528,id01528,0,train,0.5010377764701843
REAL__id01530,id01530,0,train,0.5011528730392456
REAL__id01532,id01532,0,train,0.5010103583335876
REAL__id01544,id01544,0,train,0.5010669231414795
REAL__id01589,id01589,0,val,0.5014655590057373
REAL__id01597,id01597,0,train,0.5009450316429138
REAL__id01598,id01598,0,train,0.5010992288589478
REAL__id01610,id01610,0,train,0.5010388493537903
REAL__id01637,id01637,0,train,0.5011264085769653
REAL__id01661,id01661,0,train,0.5016090869903564
REAL__id01683,id01683,0,val,0.5012082457542419
REAL__id01691,id01691,0,val,0.5011337995529175
REAL__id01717,id01717,0,train,0.5009393692016602
REAL__id01779,id01779,0,train,0.5010915994644165
REAL__id01783,id01783,0,train,0.5010260343551636
REAL__id01835,id01835,0,train,0.5009734630584717
REAL__id01838,id01838,0,train,0.5011728405952454
REAL__id01856,id01856,0,val,0.5010549426078796
REAL__id01907,id01907,0,train,0.5009260773658752
REAL__id01920,id01920,0,train,0.5010021328926086
REAL__id01933,id01933,0,val,0.5011361241340637
REAL__id01972,id01972,0,train,0.5011815428733826
REAL__id01995,id01995,0,train,0.5010401606559753
REAL__id02005,id02005,0,val,0.5011166930198669
REAL__id02040,id02040,0,train,0.5009883642196655
REAL__id02051,id02051,0,train,0.5010814070701599
REAL__id02071,id02071,0,train,0.5011309385299683
REAL__id02089,id02089,0,train,0.501107394695282
REAL__id02268,id02268,0,train,0.5010977983474731
REAL__id02296,id02296,0,train,0.5010585784912109
REAL__id02301,id02301,0,train,0.5010606050491333
REAL__id02310,id02310,0,train,0.501125156879425
REAL__id02316,id02316,0,train,0.5009046792984009
REAL__id02332,id02332,0,train,0.5009394288063049
REAL__id02342,id02342,0,train,0.5009975433349609
REAL__id02365,id02365,0,train,0.5010215640068054
REAL__id02464,id02464,0,train,0.5010005831718445
REAL__id02466,id02466,0,train,0.5010433197021484
REAL__id02493,id02493,0,train,0.5011127591133118
REAL__id02494,id02494,0,train,0.5010533928871155
REAL__id02508,id02508,0,val,0.5011005401611328
REAL__id02553,id02553,0,train,0.5011969804763794
REAL__id02561,id02561,0,train,0.5011800527572632
REAL__id02567,id02567,0,train,0.501066267490387
REAL__id02586,id02586,0,train,0.5010651350021362
REAL__id02587,id02587,0,train,0.501183032989502
REAL__id02617,id02617,0,train,0.501025915145874
REAL__id02619,id02619,0,train,0.5010850429534912
REAL__id02721,id02721,0,train,0.5010594725608826
REAL__id02807,id02807,0,train,0.5009724497795105
REAL__id02808,id02808,0,train,0.5011759996414185
REAL__id02824,id02824,0,train,0.5010613799095154
REAL__id02838,id02838,0,train,0.5010570883750916
REAL__id02948,id02948,0,val,0.50114905834198
REAL__id03028,id03028,0,train,0.501119077205658
REAL__id03103,id03103,0,val,0.5010966658592224
REAL__id03168,id03168,0,train,0.5011488199234009
REAL__id03180,id03180,0,train,0.5010462403297424
REAL__id03205,id03205,0,train,0.5011507868766785
REAL__id03211,id03211,0,train,0.5010316967964172
REAL__id03344,id03344,0,val,0.5010625123977661
REAL__id03371,id03371,0,train,0.5010443329811096
REAL__id03379,id03379,0,val,0.5012138485908508
REAL__id03525,id03525,0,train,0.5012154579162598
REAL__id03556,id03556,0,train,0.5010750889778137
REAL__id03559,id03559,0,train,0.5011725425720215
REAL__id03569,id03569,0,val,0.5012328028678894
REAL__id03589,id03589,0,train,0.5011865496635437
REAL__id03599,id03599,0,train,0.5011456608772278
REAL__id03605,id03605,0,train,0.5010825991630554
REAL__id03620,id03620,0,train,0.5010610818862915
REAL__id03649,id03649,0,train,0.5011550784111023
REAL__id03651,id03651,0,train,0.5011928081512451
REAL__id03656,id03656,0,train,0.5010578036308289
REAL__id03658,id03658,0,train,0.5010347366333008
REAL__id03668,id03668,0,val,0.5011613965034485
REAL__id03678,id03678,0,train,0.5010951161384583
REAL__id03696,id03696,0,val,0.5011211633682251
REAL__id03707,id03707,0,train,0.5011363625526428
REAL__id03713,id03713,0,train,0.5009832382202148
REAL__id03716,id03716,0,train,0.5010715126991272
REAL__id03747,id03747,0,train,0.5009202361106873
REAL__id03757,id03757,0,train,0.5011757612228394
REAL__id03781,id03781,0,train,0.5009813904762268
REAL__id03815,id03815,0,train,0.5009164214134216
REAL__id03816,id03816,0,train,0.5011007189750671
REAL__id03844,id03844,0,val,0.5010855793952942
REAL__id03858,id03858,0,train,0.5010805726051331
REAL__id03889,id03889,0,train,0.5010642409324646
REAL__id03897,id03897,0,train,0.5011277794837952
REAL__id03940,id03940,0,val,0.501242458820343
REAL__id03941,id03941,0,val,0.5011329054832458
REAL__id03945,id03945,0,val,0.5009875893592834
REAL__id03965,id03965,0,train,0.5011102557182312
REAL__id03985,id03985,0,train,0.5009917616844177
REAL__id04034,id04034,0,val,0.5009907484054565
REAL__id04055,id04055,0,train,0.5010854601860046
REAL__id04057,id04057,0,train,0.501198410987854
REAL__id04066,id04066,0,train,0.5011802911758423
REAL__id04070,id04070,0,train,0.5011358857154846
REAL__id04073,id04073,0,train,0.5011205077171326
REAL__id04111,id04111,0,train,0.5009218454360962
REAL__id04144,id04144,0,train,0.5010688304901123
REAL__id04216,id04216,0,train,0.5011107325553894
REAL__id04219,id04219,0,train,0.501079261302948
REAL__id04221,id04221,0,train,0.5012803077697754
REAL__id04222,id04222,0,val,0.5010480284690857
REAL__id04245,id04245,0,train,0.5012034177780151
REAL__id04374,id04374,0,train,0.5010995864868164
REAL__id04376,id04376,0,train,0.5010433793067932
REAL__id04414,id04414,0,val,0.5011051893234253
REAL__id04437,id04437,0,train,0.5011838674545288
REAL__id04490,id04490,0,train,0.5012204051017761
REAL__id04526,id04526,0,val,0.5010095238685608
REAL__id04529,id04529,0,train,0.5011221170425415
REAL__id04530,id04530,0,train,0.5010023713111877
REAL__id04537,id04537,0,train,0.5009723901748657
REAL__id04540,id04540,0,train,0.5010130405426025
REAL__id04547,id04547,0,train,0.5011427402496338
REAL__id04554,id04554,0,val,0.5011192560195923
REAL__id04560,id04560,0,train,0.5010961294174194
REAL__id04561,id04561,0,train,0.5011013746261597
REAL__id04562,id04562,0,train,0.5009899139404297
REAL__id04564,id04564,0,train,0.5010975003242493
REAL__id04582,id04582,0,train,0.5010679960250854
REAL__id04583,id04583,0,train,0.5010854601860046
REAL__id04599,id04599,0,train,0.5012102127075195
REAL__id04601,id04601,0,train,0.5010634064674377
REAL__id04687,id04687,0,train,0.5014060735702515
REAL__id04689,id04689,0,train,0.5009719133377075
REAL__id04691,id04691,0,train,0.5010478496551514
REAL__id04701,id04701,0,train,0.5011919140815735
REAL__id04705,id04705,0,val,0.5012227892875671
REAL__id04726,id04726,0,train,0.5009806156158447
REAL__id04727,id04727,0,val,0.501092255115509
REAL__id04736,id04736,0,train,0.5013722777366638
REAL__id04774,id04774,0,train,0.5011335015296936
REAL__id04789,id04789,0,train,0.5009440183639526
REAL__id04820,id04820,0,train,0.5011026263237
REAL__id04884,id04884,0,train,0.501102089881897
REAL__id04927,id04927,0,train,0.5009815692901611
REAL__id04928,id04928,0,train,0.5010002255439758
REAL__id04939,id04939,0,train,0.5012210607528687
REAL__id05106,id05106,0,train,0.5010229349136353
REAL__id05231,id05231,0,train,0.5010489225387573
REAL__id05235,id05235,0,train,0.5009889602661133
REAL__id05251,id05251,0,train,0.5009185075759888
REAL__id05252,id05252,0,train,0.5009884238243103
REAL__id05268,id05268,0,train,0.5011250376701355
REAL__id05332,id05332,0,train,0.5009226202964783
REAL__id05383,id05383,0,train,0.501059889793396
REAL__id05434,id05434,0,train,0.5012757778167725
REAL__id05435,id05435,0,train,0.5011638402938843
REAL__id05478,id05478,0,train,0.5011329054832458
REAL__id05479,id05479,0,train,0.5010056495666504
REAL__id05576,id05576,0,train,0.5010819435119629
REAL__id05620,id05620,0,train,0.5010144114494324
REAL__id05631,id05631,0,train,0.501167893409729
REAL__id05743,id05743,0,train,0.5010383725166321
REAL__id05844,id05844,0,train,0.5011008381843567
REAL__id05845,id05845,0,val,0.5010122060775757
REAL__id05920,id05920,0,train,0.5011590123176575
REAL__id05931,id05931,0,train,0.5011364817619324
REAL__id05980,id05980,0,train,0.5009788274765015
REAL__id06054,id06054,0,train,0.5010716319084167
REAL__id06060,id06060,0,train,0.5011140704154968
REAL__id06061,id06061,0,val,0.5011342763900757
REAL__id06065,id06065,0,train,0.5010495185852051
REAL__id06066,id06066,0,train,0.5011302828788757
REAL__id06152,id06152,0,train,0.50103360414505
REAL__id06158,id06158,0,train,0.5010966062545776
REAL__id06225,id06225,0,train,0.5008781552314758
REAL__id06232,id06232,0,train,0.5013100504875183
REAL__id06254,id06254,0,train,0.5010786652565002
REAL__id06268,id06268,0,val,0.5010083317756653
REAL__id06269,id06269,0,train,0.5011593103408813
REAL__id06334,id06334,0,train,0.5010771751403809
REAL__id06343,id06343,0,train,0.5010379552841187
REAL__id06354,id06354,0,train,0.5010164976119995
REAL__id06355,id06355,0,train,0.500990629196167
REAL__id06388,id06388,0,train,0.501129686832428
REAL__id06427,id06427,0,train,0.501026451587677
REAL__id06428,id06428,0,val,0.5012291669845581
REAL__id06437,id06437,0,train,0.5011035799980164
REAL__id06438,id06438,0,train,0.5011610388755798
REAL__id06439,id06439,0,train,0.5011776089668274
REAL__id06443,id06443,0,train,0.5009942054748535
REAL__id06445,id06445,0,train,0.5012425780296326
REAL__id06462,id06462,0,train,0.5011001825332642
REAL__id06467,id06467,0,train,0.5009271502494812
REAL__id06470,id06470,0,val,0.5012969970703125
REAL__id06535,id06535,0,train,0.5012012124061584
REAL__id06591,id06591,0,val,0.5011854767799377
REAL__id06594,id06594,0,train,0.501197099685669
REAL__id06752,id06752,0,train,0.5010608434677124
REAL__id06753,id06753,0,train,0.5010297298431396
REAL__id06776,id06776,0,train,0.5011819005012512
REAL__id06807,id06807,0,train,0.5012244582176208
REAL__id06878,id06878,0,train,0.5010837316513062
REAL__id07008,id07008,0,train,0.5009123086929321
REAL__id07039,id07039,0,train,0.5011524558067322
REAL__id07049,id07049,0,train,0.501143217086792
REAL__id07051,id07051,0,train,0.5010787844657898
REAL__id07058,id07058,0,val,0.5010305643081665
REAL__id07078,id07078,0,train,0.5012058019638062
REAL__id07102,id07102,0,val,0.5011476278305054
REAL__id07108,id07108,0,val,0.5009880661964417
REAL__id07136,id07136,0,train,0.5010122060775757
REAL__id07161,id07161,0,train,0.5012457370758057
REAL__id07163,id07163,0,train,0.5011109113693237
REAL__id07165,id07165,0,train,0.5011438131332397
REAL__id07179,id07179,0,train,0.501105785369873
REAL__id07182,id07182,0,train,0.5010530352592468
REAL__id07194,id07194,0,val,0.500998854637146
REAL__id07195,id07195,0,train,0.5010784268379211
REAL__id07200,id07200,0,train,0.5012285113334656
REAL__id07210,id07210,0,train,0.5010257363319397
REAL__id07233,id07233,0,train,0.5010483264923096
REAL__id07236,id07236,0,train,0.5011689066886902
REAL__id07338,id07338,0,train,0.5011263489723206
REAL__id07377,id07377,0,val,0.5011633634567261
REAL__id07383,id07383,0,train,0.5010432600975037
REAL__id07463,id07463,0,train,0.5011439919471741
REAL__id07686,id07686,0,train,0.5011309385299683
REAL__id07689,id07689,0,train,0.5011215806007385
REAL__id07739,id07739,0,train,0.5010756850242615
REAL__id07768,id07768,0,train,0.5010809898376465
REAL__id07799,id07799,0,val,0.5012602210044861
REAL__id07901,id07901,0,train,0.501022458076477
REAL__id08139,id08139,0,train,0.501137912273407
REAL__id08299,id08299,0,train,0.5010815858840942
REAL__id08313,id08313,0,train,0.5010157227516174
REAL__id08314,id08314,0,train,0.5010658502578735
REAL__id08397,id08397,0,train,0.5010921359062195
REAL__id08402,id08402,0,train,0.5010586977005005
REAL__id08457,id08457,0,train,0.5010220408439636
REAL__id08613,id08613,0,train,0.501105785369873
REAL__id08652,id08652,0,train,0.5011633038520813
REAL__id08819,id08819,0,train,0.5010762214660645
REAL__id09053,id09053,0,val,0.5009861588478088
REAL__id09116,id09116,0,train,0.5011235475540161
REAL__id09125,id09125,0,train,0.5011244416236877
REAL__id09143,id09143,0,train,0.5010740160942078
REAL__id09171,id09171,0,val,0.5010502338409424
REAL__id09174,id09174,0,train,0.5011179447174072
REAL__id09175,id09175,0,train,0.5011960864067078
REAL__id09181,id09181,0,val,0.5011733174324036
FAKE__id00018,id00018,1,train,0.5010895133018494
FAKE__id00020,id00020,1,train,0.5011797547340393
FAKE__id00021,id00021,1,train,0.501096785068512
FAKE__id00029,id00029,1,val,0.5010388493537903
FAKE__id00032,id00032,1,train,0.5012438297271729
FAKE__id00033,id00033,1,train,0.5010831356048584
FAKE__id00042,id00042,1,train,0.5010920166969299
FAKE__id00043,id00043,1,train,0.5011278390884399
FAKE__id00049,id00049,1,train,0.5011795163154602
FAKE__id00056,id00056,1,train,0.5011191368103027
FAKE__id00060,id00060,1,train,0.5010374784469604
FAKE__id00062,id00062,1,val,0.5012075304985046
FAKE__id00063,id00063,1,train,0.5011225342750549
FAKE__id00068,id00068,1,train,0.5011082887649536
FAKE__id00071,id00071,1,train,0.5011254549026489
FAKE__id00076,id00076,1,val,0.5011915564537048
FAKE__id00080,id00080,1,train,0.5011113286018372
FAKE__id00082,id00082,1,train,0.5011444091796875
FAKE__id00087,id00087,1,train,0.5012075304985046
FAKE__id00088,id00088,1,train,0.5012046694755554
FAKE__id00097,id00097,1,train,0.5012683868408203
FAKE__id00098,id00098,1,train,0.5009564161300659
FAKE__id00100,id00100,1,train,0.5013918280601501
FAKE__id00103,id00103,1,train,0.5011117458343506
FAKE__id00126,id00126,1,train,0.5011731386184692
FAKE__id00137,id00137,1,train,0.5010843873023987
FAKE__id00145,id00145,1,train,0.5010411143302917
FAKE__id00149,id00149,1,train,0.5011491775512695
FAKE__id00166,id00166,1,train,0.5012245774269104
FAKE__id00169,id00169,1,train,0.501100480556488
FAKE__id00171,id00171,1,train,0.5012346506118774
FAKE__id00173,id00173,1,train,0.5010614395141602
FAKE__id00179,id00179,1,val,0.5010610818862915
FAKE__id00180,id00180,1,train,0.5012099146842957
FAKE__id00183,id00183,1,val,0.5011508464813232
FAKE__id00184,id00184,1,val,0.501099169254303
FAKE__id00185,id00185,1,train,0.5011980533599854
FAKE__id00186,id00186,1,train,0.5011821985244751
FAKE__id00187,id00187,1,train,0.5011422634124756
FAKE__id00188,id00188,1,train,0.5011926889419556
FAKE__id00190,id00190,1,train,0.5012297034263611
FAKE__id00192,id00192,1,train,0.5010994076728821
FAKE__id00220,id00220,1,val,0.5011575222015381
FAKE__id00225,id00225,1,val,0.5012030005455017
FAKE__id00231,id00231,1,train,0.5012828707695007
FAKE__id00232,id00232,1,train,0.5011481642723083
FAKE__id00234,id00234,1,train,0.5011118650436401
FAKE__id00241,id00241,1,train,0.5011862516403198
FAKE__id00243,id00243,1,train,0.5010621547698975
FAKE__id00253,id00253,1,train,0.5011072754859924
FAKE__id00262,id00262,1,train,0.5011159777641296
FAKE__id00264,id00264,1,train,0.5011455416679382
FAKE__id00265,id00265,1,train,0.5011118650436401
FAKE__id00266,id00266,1,train,0.5012001395225525
FAKE__id00271,id00271,1,train,0.5011699199676514
FAKE__id00272,id00272,1,train,0.5013508796691895
FAKE__id00282,id00282,1,train,0.5010983943939209
FAKE__id00287,id00287,1,train,0.5011923313140869
FAKE__id00291,id00291,1,train,0.5011024475097656
FAKE__id00292,id00292,1,train,0.5010672807693481
FAKE__id00305,id00305,1,train,0.5010560750961304
FAKE__id00306,id00306,1,train,0.5012801289558411
