video_uid,video_id,true_label,split,sync_score
FAKE__id01920,id01920,1,train,0.5277474522590637
FAKE__id01933,id01933,1,train,0.5195236802101135
FAKE__id02005,id02005,1,train,0.5507463812828064
FAKE__id02040,id02040,1,train,0.5347003936767578
FAKE__id02051,id02051,1,train,0.5069261789321899
FAKE__id02071,id02071,1,train,0.48202019929885864
FAKE__id02089,id02089,1,train,0.5364689826965332
FAKE__id02268,id02268,1,train,0.5114800333976746
FAKE__id02310,id02310,1,train,0.5114544630050659
FAKE__id02316,id02316,1,train,0.511634111404419
FAKE__id02332,id02332,1,train,0.5230807662010193
FAKE__id02342,id02342,1,train,0.5380843281745911
FAKE__id02464,id02464,1,train,0.5221405029296875
FAKE__id02493,id02493,1,train,0.5422578454017639
FAKE__id02494,id02494,1,train,0.5076409578323364
FAKE__id02508,id02508,1,train,0.5203943848609924
FAKE__id02561,id02561,1,train,0.515829861164093
FAKE__id02567,id02567,1,train,0.5189318060874939
FAKE__id02586,id02586,1,train,0.5294640064239502
FAKE__id02619,id02619,1,train,0.5187434554100037
FAKE__id02721,id02721,1,train,0.5227924585342407
FAKE__id02808,id02808,1,train,0.5180436968803406
FAKE__id02824,id02824,1,train,0.5361957550048828
FAKE__id02838,id02838,1,train,0.5248268842697144
FAKE__id03103,id03103,1,train,0.5320219397544861
FAKE__id03168,id03168,1,train,0.5473061800003052
FAKE__id03205,id03205,1,train,0.5457836985588074
FAKE__id03211,id03211,1,train,0.5256576538085938
FAKE__id03344,id03344,1,train,0.535019040107727
FAKE__id03371,id03371,1,train,0.5480664372444153
FAKE__id03379,id03379,1,train,0.5204225182533264
FAKE__id03525,id03525,1,train,0.5187668204307556
FAKE__id03559,id03559,1,train,0.5780518651008606
FAKE__id03569,id03569,1,train,0.5424943566322327
FAKE__id03599,id03599,1,train,0.5215736627578735
FAKE__id03605,id03605,1,train,0.5387111902236938
FAKE__id03649,id03649,1,train,0.5301706194877625
FAKE__id03651,id03651,1,train,0.5291398167610168
FAKE__id03656,id03656,1,train,0.5226805806159973
FAKE__id03658,id03658,1,train,0.5378597378730774
FAKE__id03678,id03678,1,train,0.502082109451294
FAKE__id03696,id03696,1,train,0.5069748759269714
FAKE__id03707,id03707,1,train,0.5536711812019348
FAKE__id03713,id03713,1,train,0.5005270838737488
FAKE__id03716,id03716,1,train,0.5062451362609863
FAKE__id03747,id03747,1,train,0.532926619052887
FAKE__id03757,id03757,1,train,0.5134093761444092
FAKE__id03816,id03816,1,train,0.5270219445228577
FAKE__id03844,id03844,1,train,0.5253100991249084
FAKE__id03858,id03858,1,train,0.5512819886207581
FAKE__id03889,id03889,1,train,0.5101490020751953
FAKE__id03940,id03940,1,train,0.5230550169944763
FAKE__id03941,id03941,1,train,0.550829291343689
FAKE__id03945,id03945,1,train,0.5156490802764893
FAKE__id03965,id03965,1,train,0.5253380537033081
FAKE__id04034,id04034,1,train,0.5368220806121826
FAKE__id04055,id04055,1,train,0.505192220211029
FAKE__id04070,id04070,1,train,0.5407600998878479
FAKE__id04073,id04073,1,train,0.5240530371665955
FAKE__id04216,id04216,1,train,0.5520085096359253
FAKE__id04219,id04219,1,train,0.5220186710357666
FAKE__id04221,id04221,1,train,0.5371036529541016
FAKE__id04222,id04222,1,train,0.5016124844551086
FAKE__id04374,id04374,1,train,0.5669723749160767
FAKE__id04376,id04376,1,train,0.5307822227478027
FAKE__id04437,id04437,1,train,0.5170691013336182
FAKE__id04490,id04490,1,train,0.551480233669281
FAKE__id04526,id04526,1,train,0.5237950682640076
FAKE__id04529,id04529,1,train,0.5372560024261475
FAKE__id04530,id04530,1,train,0.5294209718704224
FAKE__id04537,id04537,1,train,0.5185374021530151
FAKE__id04540,id04540,1,train,0.5484241247177124
FAKE__id04547,id04547,1,train,0.522510826587677
FAKE__id04560,id04560,1,train,0.5291260480880737
FAKE__id04562,id04562,1,train,0.5456791520118713
FAKE__id04564,id04564,1,train,0.5197654366493225
FAKE__id04599,id04599,1,train,0.5227341651916504
FAKE__id04601,id04601,1,train,0.5031041502952576
FAKE__id04691,id04691,1,train,0.5062365531921387
FAKE__id04701,id04701,1,train,0.5700704455375671
FAKE__id04705,id04705,1,train,0.542999267578125
FAKE__id04727,id04727,1,train,0.5400756597518921
FAKE__id04927,id04927,1,train,0.5494877099990845
FAKE__id05106,id05106,1,train,0.5263691544532776
FAKE__id05231,id05231,1,train,0.5246447324752808
FAKE__id05235,id05235,1,train,0.5270318984985352
FAKE__id05252,id05252,1,train,0.5119560360908508
FAKE__id05332,id05332,1,train,0.5577645897865295
FAKE__id05435,id05435,1,train,0.48342880606651306
FAKE__id05478,id05478,1,train,0.5380558967590332
FAKE__id05576,id05576,1,train,0.5421698093414307
FAKE__id05631,id05631,1,train,0.5243006348609924
FAKE__id05743,id05743,1,train,0.5140370726585388
FAKE__id05844,id05844,1,train,0.5338285565376282
FAKE__id05845,id05845,1,train,0.5108640789985657
FAKE__id05920,id05920,1,train,0.5857224464416504
FAKE__id05931,id05931,1,train,0.5088383555412292
FAKE__id06060,id06060,1,train,0.5317687392234802
FAKE__id06061,id06061,1,train,0.5406262278556824
FAKE__id06065,id06065,1,train,0.5315447449684143
FAKE__id06066,id06066,1,train,0.5449031591415405
FAKE__id06158,id06158,1,train,0.5220798850059509
FAKE__id06232,id06232,1,train,0.5094927549362183
FAKE__id06254,id06254,1,train,0.5156656503677368
FAKE__id06268,id06268,1,train,0.5134992599487305
FAKE__id06269,id06269,1,train,0.5478809475898743
FAKE__id06334,id06334,1,train,0.5077860951423645
FAKE__id06354,id06354,1,train,0.5146349668502808
FAKE__id06355,id06355,1,train,0.5427374243736267
FAKE__id06388,id06388,1,train,0.491265207529068
FAKE__id06427,id06427,1,train,0.524115264415741
FAKE__id06437,id06437,1,train,0.5277847647666931
FAKE__id06438,id06438,1,train,0.5212841629981995
FAKE__id06439,id06439,1,train,0.5034165978431702
FAKE__id06443,id06443,1,train,0.507976233959198
FAKE__id06462,id06462,1,train,0.5183448791503906
FAKE__id06467,id06467,1,train,0.4823923408985138
FAKE__id06470,id06470,1,train,0.5165495276451111
FAKE__id06752,id06752,1,train,0.5289937853813171
FAKE__id06753,id06753,1,train,0.5404388308525085
FAKE__id07008,id07008,1,train,0.5239468216896057
FAKE__id07049,id07049,1,train,0.5508730411529541
FAKE__id07078,id07078,1,train,0.5240544676780701
FAKE__id07102,id07102,1,train,0.5189281702041626
FAKE__id07108,id07108,1,train,0.5283494591712952
FAKE__id07136,id07136,1,train,0.5340654850006104
FAKE__id07161,id07161,1,train,0.5360841155052185
FAKE__id07182,id07182,1,train,0.5188180804252625
FAKE__id07194,id07194,1,train,0.5114859342575073
FAKE__id07195,id07195,1,train,0.5334522724151611
FAKE__id07200,id07200,1,train,0.5108319520950317
FAKE__id07210,id07210,1,train,0.5261480212211609
FAKE__id07233,id07233,1,train,0.5168709754943848
FAKE__id07236,id07236,1,train,0.5323822498321533
FAKE__id07383,id07383,1,train,0.5465845465660095
FAKE__id07463,id07463,1,train,0.5285556316375732
FAKE__id07686,id07686,1,train,0.53343665599823
FAKE__id07689,id07689,1,train,0.537634015083313
FAKE__id07768,id07768,1,train,0.5126447677612305
FAKE__id07799,id07799,1,train,0.543484091758728
FAKE__id07901,id07901,1,train,0.5362308621406555
FAKE__id08313,id08313,1,train,0.5247387886047363
FAKE__id08314,id08314,1,train,0.530980110168457
FAKE__id08397,id08397,1,train,0.5421146750450134
FAKE__id08402,id08402,1,train,0.5299820899963379
FAKE__id08613,id08613,1,train,0.5507344007492065
FAKE__id09053,id09053,1,train,0.5491836071014404
FAKE__id09116,id09116,1,train,0.5262117385864258
FAKE__id09143,id09143,1,train,0.49623972177505493
FAKE__id09171,id09171,1,train,0.5523387789726257
FAKE__id09174,id09174,1,train,0.5342327952384949
FAKE__id09181,id09181,1,train,0.5131261944770813
REAL__id00020,id00020,0,train,0.5390000343322754
REAL__id00021,id00021,0,train,0.5227002501487732
REAL__id00025,id00025,0,train,0.5584154725074768
REAL__id00029,id00029,0,train,0.5024775266647339
REAL__id00032,id00032,0,train,0.5541774034500122
REAL__id00033,id00033,0,train,0.5141777992248535
REAL__id00042,id00042,0,train,0.5224833488464355
REAL__id00043,id00043,0,train,0.5316491723060608
REAL__id00049,id00049,0,train,0.5228471755981445
REAL__id00052,id00052,0,train,0.527600884437561
REAL__id00055,id00055,0,train,0.5116087198257446
REAL__id00056,id00056,0,train,0.5338366031646729
REAL__id00063,id00063,0,train,0.5222951769828796
REAL__id00068,id00068,0,train,0.5132327675819397
REAL__id00071,id00071,0,train,0.5202930569648743
REAL__id00076,id00076,0,train,0.5488789081573486
REAL__id00078,id00078,0,train,0.5098099708557129
REAL__id00088,id00088,0,train,0.5489184260368347
REAL__id00097,id00097,0,train,0.5318037867546082
REAL__id00098,id00098,0,train,0.5257775783538818
REAL__id00100,id00100,0,train,0.5386626720428467
REAL__id00103,id00103,0,train,0.5426875948905945
REAL__id00126,id00126,0,train,0.5218939781188965
REAL__id00137,id00137,0,train,0.5185404419898987
REAL__id00145,id00145,0,train,0.5186011791229248
REAL__id00149,id00149,0,train,0.547324001789093
REAL__id00169,id00169,0,train,0.5340996384620667
REAL__id00173,id00173,0,train,0.5450190901756287
REAL__id00180,id00180,0,train,0.5523815751075745
REAL__id00183,id00183,0,train,0.5066417455673218
REAL__id00185,id00185,0,train,0.5292160511016846
REAL__id00186,id00186,0,train,0.5543447732925415
REAL__id00187,id00187,0,train,0.538615882396698
REAL__id00188,id00188,0,train,0.5351911187171936
REAL__id00190,id00190,0,train,0.5210361480712891
REAL__id00192,id00192,0,train,0.49113115668296814
REAL__id00220,id00220,0,train,0.5198290944099426
REAL__id00225,id00225,0,train,0.5179990530014038
REAL__id00232,id00232,0,train,0.5394190549850464
REAL__id00235,id00235,0,train,0.5132876634597778
REAL__id00243,id00243,0,train,0.49917829036712646
REAL__id00261,id00261,0,train,0.5188139081001282
REAL__id00262,id00262,0,train,0.4950747489929199
REAL__id00264,id00264,0,train,0.5269412994384766
REAL__id00266,id00266,0,train,0.5248010158538818
REAL__id00270,id00270,0,train,0.5153562426567078
REAL__id00271,id00271,0,train,0.514976441860199
REAL__id00272,id00272,0,train,0.5116885900497437
REAL__id00282,id00282,0,train,0.5297408103942871
REAL__id00287,id00287,0,train,0.5034539103507996
REAL__id00291,id00291,0,train,0.5261031985282898
REAL__id00292,id00292,0,train,0.5430452227592468
REAL__id00305,id00305,0,train,0.5406115651130676
REAL__id00306,id00306,0,train,0.5129362940788269
REAL__id00325,id00325,0,train,0.5339860916137695
REAL__id00328,id00328,0,train,0.4945562481880188
REAL__id00332,id00332,0,train,0.5207086205482483
REAL__id00345,id00345,0,train,0.517447829246521
REAL__id00350,id00350,0,train,0.5102204084396362
REAL__id00358,id00358,0,train,0.5381461381912231
REAL__id00359,id00359,0,train,0.521476686000824
REAL__id00363,id00363,0,train,0.49569618701934814
REAL__id00365,id00365,0,train,0.5261390805244446
REAL__id00366,id00366,0,train,0.5069907307624817
REAL__id00371,id00371,0,train,0.5082562565803528
REAL__id00373,id00373,0,train,0.49461090564727783
REAL__id00374,id00374,0,train,0.5228715538978577
REAL__id00379,id00379,0,train,0.5151998996734619
REAL__id00381,id00381,0,train,0.5451846718788147
REAL__id00383,id00383,0,train,0.47041383385658264
REAL__id00395,id00395,0,train,0.5301308631896973
REAL__id00398,id00398,0,train,0.5415439605712891
REAL__id00414,id00414,0,train,0.5271358489990234
REAL__id00415,id00415,0,train,0.5368087291717529
REAL__id00417,id00417,0,train,0.5377068519592285
REAL__id00418,id00418,0,train,0.526297926902771
REAL__id00428,id00428,0,train,0.5337420105934143
REAL__id00430,id00430,0,train,0.5226137638092041
REAL__id00431,id00431,0,train,0.5141022801399231
REAL__id00458,id00458,0,train,0.5499972701072693
REAL__id00459,id00459,0,train,0.5112285614013672
REAL__id00461,id00461,0,train,0.5364418029785156
REAL__id00462,id00462,0,train,0.5174831748008728
REAL__id00475,id00475,0,train,0.5092571377754211
REAL__id00478,id00478,0,train,0.5163992643356323
REAL__id00484,id00484,0,train,0.5264235138893127
REAL__id00488,id00488,0,train,0.5365840196609497
REAL__id00491,id00491,0,train,0.4883885085582733
REAL__id00495,id00495,0,train,0.5379607677459717
REAL__id00496,id00496,0,train,0.5350355505943298
REAL__id00498,id00498,0,train,0.5360028147697449
REAL__id00518,id00518,0,train,0.5101054906845093
REAL__id00519,id00519,0,train,0.5117173790931702
REAL__id00520,id00520,0,train,0.5191007852554321
REAL__id00529,id00529,0,train,0.5668305158615112
REAL__id00548,id00548,0,train,0.5111702680587769
REAL__id00554,id00554,0,train,0.5168749690055847
REAL__id00559,id00559,0,train,0.5422480702400208
REAL__id00560,id00560,0,train,0.47236230969429016
REAL__id00566,id00566,0,train,0.5261196494102478
REAL__id00568,id00568,0,train,0.5164217352867126
REAL__id00569,id00569,0,train,0.571001410484314
REAL__id00575,id00575,0,train,0.5265798568725586
REAL__id00577,id00577,0,train,0.49938759207725525
REAL__id00582,id00582,0,train,0.5391886234283447
REAL__id00589,id00589,0,train,0.5495560765266418
REAL__id00591,id00591,0,train,0.5296756029129028
REAL__id00594,id00594,0,train,0.5235487818717957
REAL__id00597,id00597,0,train,0.49434012174606323
REAL__id00616,id00616,0,train,0.5250798463821411
REAL__id00618,id00618,0,train,0.5247941017150879
REAL__id00633,id00633,0,train,0.5477898120880127
REAL__id00634,id00634,0,train,0.5553545951843262
REAL__id00680,id00680,0,train,0.540143609046936
REAL__id00685,id00685,0,train,0.5207315683364868
REAL__id00694,id00694,0,train,0.5247395038604736
REAL__id00696,id00696,0,train,0.5092936158180237
REAL__id00701,id00701,0,train,0.5439744591712952
REAL__id00707,id00707,0,train,0.5263922810554504
REAL__id00709,id00709,0,train,0.5180608630180359
REAL__id00735,id00735,0,train,0.4981015920639038
REAL__id00740,id00740,0,train,0.5176798105239868
REAL__id00745,id00745,0,train,0.5106885433197021
REAL__id00747,id00747,0,train,0.5332119464874268
REAL__id00752,id00752,0,train,0.5431848168373108
REAL__id00761,id00761,0,train,0.5335907936096191
REAL__id00763,id00763,0,train,0.5243585705757141
REAL__id00773,id00773,0,train,0.521181583404541
REAL__id00781,id00781,0,train,0.5221035480499268
REAL__id00806,id00806,0,train,0.5449338555335999
REAL__id00813,id00813,0,train,0.5567281246185303
REAL__id00826,id00826,0,train,0.5331826210021973
REAL__id00829,id00829,0,train,0.5318936109542847
REAL__id00832,id00832,0,train,0.5439220070838928
REAL__id00835,id00835,0,train,0.5285956263542175
REAL__id00841,id00841,0,train,0.5413931012153625
REAL__id00857,id00857,0,train,0.47816184163093567
REAL__id00863,id00863,0,train,0.4740460515022278
REAL__id00897,id00897,0,train,0.5345218777656555
REAL__id00909,id00909,0,train,0.5445182919502258
REAL__id00919,id00919,0,train,0.5104242563247681
REAL__id00935,id00935,0,train,0.5223513841629028
REAL__id00943,id00943,0,train,0.49618592858314514
REAL__id00944,id00944,0,train,0.523227334022522
REAL__id00945,id00945,0,train,0.5125238299369812
REAL__id00946,id00946,0,train,0.4995791018009186
REAL__id00963,id00963,0,train,0.5422676205635071
REAL__id00990,id00990,0,train,0.5109934210777283
REAL__id01001,id01001,0,train,0.5259127616882324
REAL__id01002,id01002,0,train,0.5290794968605042
REAL__id01004,id01004,0,train,0.5150027275085449
REAL__id01005,id01005,0,train,0.539560079574585
REAL__id01018,id01018,0,train,0.5200039744377136
REAL__id01026,id01026,0,train,0.5209019184112549
REAL__id01035,id01035,0,train,0.49759966135025024
REAL__id01036,id01036,0,train,0.5268782377243042
REAL__id01044,id01044,0,train,0.5484933257102966
REAL__id01048,id01048,0,train,0.5237444639205933
REAL__id01051,id01051,0,train,0.5316053628921509
REAL__id01075,id01075,0,train,0.5275198221206665
REAL__id01076,id01076,0,train,0.500188946723938
REAL__id01091,id01091,0,train,0.5224480628967285
REAL__id01096,id01096,0,train,0.5451267957687378
REAL__id01098,id01098,0,train,0.5191612839698792
REAL__id01099,id01099,0,train,0.5297680497169495
REAL__id01124,id01124,0,train,0.5377814769744873
REAL__id01126,id01126,0,train,0.5291351675987244
REAL__id01156,id01156,0,train,0.5281291604042053
REAL__id01157,id01157,0,train,0.5138084292411804
REAL__id01163,id01163,0,train,0.508561909198761
REAL__id01168,id01168,0,train,0.5146403908729553
REAL__id01170,id01170,0,train,0.5276579856872559
REAL__id01175,id01175,0,train,0.4966569244861603
REAL__id01178,id01178,0,train,0.5320685505867004
REAL__id01179,id01179,0,train,0.4887358546257019
REAL__id01182,id01182,0,train,0.5174573659896851
REAL__id01192,id01192,0,train,0.526762068271637
REAL__id01201,id01201,0,train,0.5431196093559265
REAL__id01204,id01204,0,train,0.5109220147132874
REAL__id01207,id01207,0,train,0.5219188928604126
REAL__id01210,id01210,0,train,0.5286304950714111
REAL__id01211,id01211,0,train,0.5194063186645508
REAL__id01215,id01215,0,train,0.5434059500694275
REAL__id01216,id01216,0,train,0.5263339281082153
REAL__id01217,id01217,0,train,0.5290366411209106
REAL__id01223,id01223,0,train,0.5167682766914368
REAL__id01225,id01225,0,train,0.5126855373382568
REAL__id01231,id01231,0,train,0.5133834481239319
REAL__id01238,id01238,0,train,0.5062556862831116
REAL__id01239,id01239,0,train,0.5474206805229187
REAL__id01245,id01245,0,train,0.51692795753479
REAL__id01248,id01248,0,train,0.5220277905464172
REAL__id01281,id01281,0,train,0.5426656007766724
REAL__id01392,id01392,0,train,0.5171011686325073
REAL__id01451,id01451,0,train,0.5184953808784485
REAL__id01528,id01528,0,train,0.5268971920013428
REAL__id01530,id01530,0,train,0.5585057735443115
REAL__id01532,id01532,0,train,0.5173277854919434
REAL__id01544,id01544,0,train,0.5177502632141113
REAL__id01597,id01597,0,train,0.5239772796630859
REAL__id01610,id01610,0,train,0.513190746307373
REAL__id01637,id01637,0,train,0.5339127779006958
REAL__id01661,id01661,0,train,0.5333505868911743
REAL__id01717,id01717,0,train,0.5005518198013306
REAL__id01779,id01779,0,train,0.5322502255439758
REAL__id01783,id01783,0,train,0.5492202043533325
REAL__id01835,id01835,0,train,0.5362766981124878
REAL__id01838,id01838,0,train,0.5063122510910034
REAL__id01907,id01907,0,train,0.5196821689605713
REAL__id01920,id01920,0,train,0.5267157554626465
REAL__id01972,id01972,0,train,0.5440352559089661
REAL__id01995,id01995,0,train,0.516879141330719
REAL__id02040,id02040,0,train,0.5217978954315186
REAL__id02051,id02051,0,train,0.5015031099319458
REAL__id02071,id02071,0,train,0.514705240726471
REAL__id02089,id02089,0,train,0.5328428745269775
REAL__id02268,id02268,0,train,0.5285405516624451
REAL__id02296,id02296,0,train,0.5238856077194214
REAL__id02301,id02301,0,train,0.5216463804244995
REAL__id02310,id02310,0,train,0.5319890975952148
REAL__id02316,id02316,0,train,0.5039775967597961
