file,video_id,label,seg
./audio_embeddings_multiseg/FAKE__id00187__seg00.npy,id00187,1,0
./audio_embeddings_multiseg/FAKE__id00187__seg01.npy,id00187,1,1
./audio_embeddings_multiseg/FAKE__id00188__seg00.npy,id00188,1,0
./audio_embeddings_multiseg/FAKE__id00188__seg01.npy,id00188,1,1
./audio_embeddings_multiseg/FAKE__id00190__seg00.npy,id00190,1,0
./audio_embeddings_multiseg/FAKE__id00190__seg01.npy,id00190,1,1
./audio_embeddings_multiseg/FAKE__id00192__seg00.npy,id00192,1,0
./audio_embeddings_multiseg/FAKE__id00192__seg01.npy,id00192,1,1
./audio_embeddings_multiseg/FAKE__id00220__seg00.npy,id00220,1,0
./audio_embeddings_multiseg/FAKE__id00225__seg00.npy,id00225,1,0
./audio_embeddings_multiseg/FAKE__id00231__seg00.npy,id00231,1,0
./audio_embeddings_multiseg/FAKE__id00231__seg01.npy,id00231,1,1
./audio_embeddings_multiseg/FAKE__id00232__seg00.npy,id00232,1,0
./audio_embeddings_multiseg/FAKE__id00232__seg01.npy,id00232,1,1
./audio_embeddings_multiseg/FAKE__id00232__seg02.npy,id00232,1,2
./audio_embeddings_multiseg/FAKE__id00234__seg00.npy,id00234,1,0
./audio_embeddings_multiseg/FAKE__id00234__seg01.npy,id00234,1,1
./audio_embeddings_multiseg/FAKE__id00235__seg00.npy,id00235,1,0
./audio_embeddings_multiseg/FAKE__id00235__seg01.npy,id00235,1,1
./audio_embeddings_multiseg/FAKE__id00241__seg00.npy,id00241,1,0
./audio_embeddings_multiseg/FAKE__id00241__seg01.npy,id00241,1,1
./audio_embeddings_multiseg/FAKE__id00243__seg00.npy,id00243,1,0
./audio_embeddings_multiseg/FAKE__id00243__seg01.npy,id00243,1,1
./audio_embeddings_multiseg/FAKE__id00253__seg00.npy,id00253,1,0
./audio_embeddings_multiseg/FAKE__id00253__seg01.npy,id00253,1,1
./audio_embeddings_multiseg/FAKE__id00261__seg00.npy,id00261,1,0
./audio_embeddings_multiseg/FAKE__id00261__seg01.npy,id00261,1,1
./audio_embeddings_multiseg/FAKE__id00262__seg00.npy,id00262,1,0
./audio_embeddings_multiseg/FAKE__id00262__seg01.npy,id00262,1,1
./audio_embeddings_multiseg/FAKE__id00264__seg00.npy,id00264,1,0
./audio_embeddings_multiseg/FAKE__id00264__seg01.npy,id00264,1,1
./audio_embeddings_multiseg/FAKE__id00265__seg00.npy,id00265,1,0
./audio_embeddings_multiseg/FAKE__id00265__seg01.npy,id00265,1,1
./audio_embeddings_multiseg/FAKE__id00266__seg00.npy,id00266,1,0
./audio_embeddings_multiseg/FAKE__id00266__seg01.npy,id00266,1,1
./audio_embeddings_multiseg/FAKE__id00270__seg00.npy,id00270,1,0
./audio_embeddings_multiseg/FAKE__id00270__seg01.npy,id00270,1,1
./audio_embeddings_multiseg/FAKE__id00271__seg00.npy,id00271,1,0
./audio_embeddings_multiseg/FAKE__id00271__seg01.npy,id00271,1,1
./audio_embeddings_multiseg/FAKE__id00272__seg00.npy,id00272,1,0
./audio_embeddings_multiseg/FAKE__id00282__seg00.npy,id00282,1,0
./audio_embeddings_multiseg/FAKE__id00287__seg00.npy,id00287,1,0
./audio_embeddings_multiseg/FAKE__id00291__seg00.npy,id00291,1,0
./audio_embeddings_multiseg/FAKE__id00292__seg00.npy,id00292,1,0
./audio_embeddings_multiseg/FAKE__id00292__seg01.npy,id00292,1,1
./audio_embeddings_multiseg/FAKE__id00305__seg00.npy,id00305,1,0
./audio_embeddings_multiseg/FAKE__id00305__seg01.npy,id00305,1,1
./audio_embeddings_multiseg/FAKE__id00306__seg00.npy,id00306,1,0
./audio_embeddings_multiseg/FAKE__id00325__seg00.npy,id00325,1,0
./audio_embeddings_multiseg/FAKE__id00328__seg00.npy,id00328,1,0
./audio_embeddings_multiseg/FAKE__id00328__seg01.npy,id00328,1,1
./audio_embeddings_multiseg/FAKE__id00330__seg00.npy,id00330,1,0
./audio_embeddings_multiseg/FAKE__id00330__seg01.npy,id00330,1,1
./audio_embeddings_multiseg/FAKE__id00330__seg02.npy,id00330,1,2
./audio_embeddings_multiseg/FAKE__id00332__seg00.npy,id00332,1,0
./audio_embeddings_multiseg/FAKE__id00332__seg01.npy,id00332,1,1
./audio_embeddings_multiseg/FAKE__id00345__seg00.npy,id00345,1,0
./audio_embeddings_multiseg/FAKE__id00345__seg01.npy,id00345,1,1
./audio_embeddings_multiseg/FAKE__id00350__seg00.npy,id00350,1,0
./audio_embeddings_multiseg/FAKE__id00350__seg01.npy,id00350,1,1
./audio_embeddings_multiseg/FAKE__id00358__seg00.npy,id00358,1,0
./audio_embeddings_multiseg/FAKE__id00358__seg01.npy,id00358,1,1
./audio_embeddings_multiseg/FAKE__id00359__seg00.npy,id00359,1,0
./audio_embeddings_multiseg/FAKE__id00359__seg01.npy,id00359,1,1
./audio_embeddings_multiseg/FAKE__id00363__seg00.npy,id00363,1,0
./audio_embeddings_multiseg/FAKE__id00365__seg00.npy,id00365,1,0
./audio_embeddings_multiseg/FAKE__id00365__seg01.npy,id00365,1,1
./audio_embeddings_multiseg/FAKE__id00366__seg00.npy,id00366,1,0
./audio_embeddings_multiseg/FAKE__id00366__seg01.npy,id00366,1,1
./audio_embeddings_multiseg/FAKE__id00368__seg00.npy,id00368,1,0
./audio_embeddings_multiseg/FAKE__id00368__seg01.npy,id00368,1,1
./audio_embeddings_multiseg/FAKE__id00368__seg02.npy,id00368,1,2
./audio_embeddings_multiseg/FAKE__id00371__seg00.npy,id00371,1,0
./audio_embeddings_multiseg/FAKE__id00371__seg01.npy,id00371,1,1
./audio_embeddings_multiseg/FAKE__id00373__seg00.npy,id00373,1,0
./audio_embeddings_multiseg/FAKE__id00373__seg01.npy,id00373,1,1
./audio_embeddings_multiseg/FAKE__id00374__seg00.npy,id00374,1,0
./audio_embeddings_multiseg/FAKE__id00379__seg00.npy,id00379,1,0
./audio_embeddings_multiseg/FAKE__id00379__seg01.npy,id00379,1,1
./audio_embeddings_multiseg/FAKE__id00381__seg00.npy,id00381,1,0
./audio_embeddings_multiseg/FAKE__id00381__seg01.npy,id00381,1,1
./audio_embeddings_multiseg/FAKE__id00383__seg00.npy,id00383,1,0
./audio_embeddings_multiseg/FAKE__id00383__seg01.npy,id00383,1,1
./audio_embeddings_multiseg/FAKE__id00385__seg00.npy,id00385,1,0
./audio_embeddings_multiseg/FAKE__id00391__seg00.npy,id00391,1,0
./audio_embeddings_multiseg/FAKE__id00391__seg01.npy,id00391,1,1
./audio_embeddings_multiseg/FAKE__id00391__seg02.npy,id00391,1,2
./audio_embeddings_multiseg/FAKE__id00395__seg00.npy,id00395,1,0
./audio_embeddings_multiseg/FAKE__id00395__seg01.npy,id00395,1,1
./audio_embeddings_multiseg/FAKE__id00398__seg00.npy,id00398,1,0
./audio_embeddings_multiseg/FAKE__id00398__seg01.npy,id00398,1,1
./audio_embeddings_multiseg/FAKE__id00403__seg00.npy,id00403,1,0
./audio_embeddings_multiseg/FAKE__id00403__seg01.npy,id00403,1,1
./audio_embeddings_multiseg/FAKE__id00403__seg02.npy,id00403,1,2
./audio_embeddings_multiseg/FAKE__id00414__seg00.npy,id00414,1,0
./audio_embeddings_multiseg/FAKE__id00414__seg01.npy,id00414,1,1
./audio_embeddings_multiseg/FAKE__id00414__seg02.npy,id00414,1,2
./audio_embeddings_multiseg/FAKE__id00415__seg00.npy,id00415,1,0
./audio_embeddings_multiseg/FAKE__id00415__seg01.npy,id00415,1,1
./audio_embeddings_multiseg/FAKE__id00417__seg00.npy,id00417,1,0
./audio_embeddings_multiseg/FAKE__id00417__seg01.npy,id00417,1,1
./audio_embeddings_multiseg/FAKE__id00418__seg00.npy,id00418,1,0
./audio_embeddings_multiseg/FAKE__id00418__seg01.npy,id00418,1,1
./audio_embeddings_multiseg/FAKE__id00428__seg00.npy,id00428,1,0
./audio_embeddings_multiseg/FAKE__id00428__seg01.npy,id00428,1,1
./audio_embeddings_multiseg/FAKE__id00428__seg02.npy,id00428,1,2
./audio_embeddings_multiseg/FAKE__id00430__seg00.npy,id00430,1,0
./audio_embeddings_multiseg/FAKE__id00430__seg01.npy,id00430,1,1
./audio_embeddings_multiseg/FAKE__id00431__seg00.npy,id00431,1,0
./audio_embeddings_multiseg/FAKE__id00431__seg01.npy,id00431,1,1
./audio_embeddings_multiseg/FAKE__id00434__seg00.npy,id00434,1,0
./audio_embeddings_multiseg/FAKE__id00458__seg00.npy,id00458,1,0
./audio_embeddings_multiseg/FAKE__id00459__seg00.npy,id00459,1,0
./audio_embeddings_multiseg/FAKE__id00459__seg01.npy,id00459,1,1
./audio_embeddings_multiseg/FAKE__id00459__seg02.npy,id00459,1,2
./audio_embeddings_multiseg/FAKE__id00460__seg00.npy,id00460,1,0
./audio_embeddings_multiseg/FAKE__id00461__seg00.npy,id00461,1,0
./audio_embeddings_multiseg/FAKE__id00461__seg01.npy,id00461,1,1
./audio_embeddings_multiseg/FAKE__id00461__seg02.npy,id00461,1,2
./audio_embeddings_multiseg/FAKE__id00462__seg00.npy,id00462,1,0
./audio_embeddings_multiseg/FAKE__id00475__seg00.npy,id00475,1,0
./audio_embeddings_multiseg/FAKE__id00475__seg01.npy,id00475,1,1
./audio_embeddings_multiseg/FAKE__id00476__seg00.npy,id00476,1,0
./audio_embeddings_multiseg/FAKE__id00476__seg01.npy,id00476,1,1
./audio_embeddings_multiseg/FAKE__id00476__seg02.npy,id00476,1,2
./audio_embeddings_multiseg/FAKE__id00476__seg03.npy,id00476,1,3
./audio_embeddings_multiseg/FAKE__id00478__seg00.npy,id00478,1,0
./audio_embeddings_multiseg/FAKE__id00478__seg01.npy,id00478,1,1
./audio_embeddings_multiseg/FAKE__id00478__seg02.npy,id00478,1,2
./audio_embeddings_multiseg/FAKE__id00484__seg00.npy,id00484,1,0
./audio_embeddings_multiseg/FAKE__id00484__seg01.npy,id00484,1,1
./audio_embeddings_multiseg/FAKE__id00488__seg00.npy,id00488,1,0
./audio_embeddings_multiseg/FAKE__id00488__seg01.npy,id00488,1,1
./audio_embeddings_multiseg/FAKE__id00491__seg00.npy,id00491,1,0
./audio_embeddings_multiseg/FAKE__id00491__seg01.npy,id00491,1,1
./audio_embeddings_multiseg/FAKE__id00495__seg00.npy,id00495,1,0
./audio_embeddings_multiseg/FAKE__id00495__seg01.npy,id00495,1,1
./audio_embeddings_multiseg/FAKE__id00496__seg00.npy,id00496,1,0
./audio_embeddings_multiseg/FAKE__id00496__seg01.npy,id00496,1,1
./audio_embeddings_multiseg/FAKE__id00498__seg00.npy,id00498,1,0
./audio_embeddings_multiseg/FAKE__id00498__seg01.npy,id00498,1,1
./audio_embeddings_multiseg/FAKE__id00498__seg02.npy,id00498,1,2
./audio_embeddings_multiseg/FAKE__id00518__seg00.npy,id00518,1,0
./audio_embeddings_multiseg/FAKE__id00518__seg01.npy,id00518,1,1
./audio_embeddings_multiseg/FAKE__id00519__seg00.npy,id00519,1,0
./audio_embeddings_multiseg/FAKE__id00519__seg01.npy,id00519,1,1
./audio_embeddings_multiseg/FAKE__id00520__seg00.npy,id00520,1,0
./audio_embeddings_multiseg/FAKE__id00520__seg01.npy,id00520,1,1
./audio_embeddings_multiseg/FAKE__id00529__seg00.npy,id00529,1,0
./audio_embeddings_multiseg/FAKE__id00529__seg01.npy,id00529,1,1
./audio_embeddings_multiseg/FAKE__id00535__seg00.npy,id00535,1,0
./audio_embeddings_multiseg/FAKE__id00535__seg01.npy,id00535,1,1
./audio_embeddings_multiseg/FAKE__id00548__seg00.npy,id00548,1,0
./audio_embeddings_multiseg/FAKE__id00548__seg01.npy,id00548,1,1
./audio_embeddings_multiseg/FAKE__id00554__seg00.npy,id00554,1,0
./audio_embeddings_multiseg/FAKE__id00554__seg01.npy,id00554,1,1
./audio_embeddings_multiseg/FAKE__id00555__seg00.npy,id00555,1,0
./audio_embeddings_multiseg/FAKE__id00555__seg01.npy,id00555,1,1
./audio_embeddings_multiseg/FAKE__id00555__seg02.npy,id00555,1,2
./audio_embeddings_multiseg/FAKE__id00559__seg00.npy,id00559,1,0
./audio_embeddings_multiseg/FAKE__id00560__seg00.npy,id00560,1,0
./audio_embeddings_multiseg/FAKE__id00560__seg01.npy,id00560,1,1
./audio_embeddings_multiseg/FAKE__id00566__seg00.npy,id00566,1,0
./audio_embeddings_multiseg/FAKE__id00566__seg01.npy,id00566,1,1
./audio_embeddings_multiseg/FAKE__id00568__seg00.npy,id00568,1,0
./audio_embeddings_multiseg/FAKE__id00568__seg01.npy,id00568,1,1
./audio_embeddings_multiseg/FAKE__id00569__seg00.npy,id00569,1,0
./audio_embeddings_multiseg/FAKE__id00569__seg01.npy,id00569,1,1
./audio_embeddings_multiseg/FAKE__id00575__seg00.npy,id00575,1,0
./audio_embeddings_multiseg/FAKE__id00575__seg01.npy,id00575,1,1
./audio_embeddings_multiseg/FAKE__id00577__seg00.npy,id00577,1,0
./audio_embeddings_multiseg/FAKE__id00579__seg00.npy,id00579,1,0
./audio_embeddings_multiseg/FAKE__id00581__seg00.npy,id00581,1,0
./audio_embeddings_multiseg/FAKE__id00581__seg01.npy,id00581,1,1
./audio_embeddings_multiseg/FAKE__id00581__seg02.npy,id00581,1,2
./audio_embeddings_multiseg/FAKE__id00582__seg00.npy,id00582,1,0
./audio_embeddings_multiseg/FAKE__id00589__seg00.npy,id00589,1,0
./audio_embeddings_multiseg/FAKE__id00589__seg01.npy,id00589,1,1
./audio_embeddings_multiseg/FAKE__id00591__seg00.npy,id00591,1,0
./audio_embeddings_multiseg/FAKE__id00592__seg00.npy,id00592,1,0
./audio_embeddings_multiseg/FAKE__id00594__seg00.npy,id00594,1,0
./audio_embeddings_multiseg/FAKE__id00594__seg01.npy,id00594,1,1
./audio_embeddings_multiseg/FAKE__id00597__seg00.npy,id00597,1,0
./audio_embeddings_multiseg/FAKE__id00597__seg01.npy,id00597,1,1
./audio_embeddings_multiseg/FAKE__id00616__seg00.npy,id00616,1,0
./audio_embeddings_multiseg/FAKE__id00618__seg00.npy,id00618,1,0
./audio_embeddings_multiseg/FAKE__id00618__seg01.npy,id00618,1,1
./audio_embeddings_multiseg/FAKE__id00633__seg00.npy,id00633,1,0
./audio_embeddings_multiseg/FAKE__id00633__seg01.npy,id00633,1,1
./audio_embeddings_multiseg/FAKE__id00634__seg00.npy,id00634,1,0
./audio_embeddings_multiseg/FAKE__id00634__seg01.npy,id00634,1,1
./audio_embeddings_multiseg/FAKE__id00680__seg00.npy,id00680,1,0
./audio_embeddings_multiseg/FAKE__id00680__seg01.npy,id00680,1,1
./audio_embeddings_multiseg/FAKE__id00685__seg00.npy,id00685,1,0
./audio_embeddings_multiseg/FAKE__id00685__seg01.npy,id00685,1,1
./audio_embeddings_multiseg/FAKE__id00685__seg02.npy,id00685,1,2
./audio_embeddings_multiseg/FAKE__id00694__seg00.npy,id00694,1,0
./audio_embeddings_multiseg/FAKE__id00696__seg00.npy,id00696,1,0
./audio_embeddings_multiseg/FAKE__id00696__seg01.npy,id00696,1,1
./audio_embeddings_multiseg/FAKE__id00701__seg00.npy,id00701,1,0
./audio_embeddings_multiseg/FAKE__id00701__seg01.npy,id00701,1,1
./audio_embeddings_multiseg/FAKE__id00701__seg02.npy,id00701,1,2
./audio_embeddings_multiseg/FAKE__id00701__seg03.npy,id00701,1,3
./audio_embeddings_multiseg/FAKE__id00707__seg00.npy,id00707,1,0
./audio_embeddings_multiseg/FAKE__id00708__seg00.npy,id00708,1,0
./audio_embeddings_multiseg/FAKE__id00708__seg01.npy,id00708,1,1
./audio_embeddings_multiseg/FAKE__id00709__seg00.npy,id00709,1,0
./audio_embeddings_multiseg/FAKE__id00709__seg01.npy,id00709,1,1
./audio_embeddings_multiseg/FAKE__id00709__seg02.npy,id00709,1,2
./audio_embeddings_multiseg/FAKE__id00732__seg00.npy,id00732,1,0
./audio_embeddings_multiseg/FAKE__id00732__seg01.npy,id00732,1,1
./audio_embeddings_multiseg/FAKE__id00732__seg02.npy,id00732,1,2
./audio_embeddings_multiseg/FAKE__id00735__seg00.npy,id00735,1,0
./audio_embeddings_multiseg/FAKE__id00735__seg01.npy,id00735,1,1
./audio_embeddings_multiseg/FAKE__id00739__seg00.npy,id00739,1,0
./audio_embeddings_multiseg/FAKE__id00740__seg00.npy,id00740,1,0
./audio_embeddings_multiseg/FAKE__id00740__seg01.npy,id00740,1,1
./audio_embeddings_multiseg/FAKE__id00745__seg00.npy,id00745,1,0
./audio_embeddings_multiseg/FAKE__id00745__seg01.npy,id00745,1,1
./audio_embeddings_multiseg/FAKE__id00747__seg00.npy,id00747,1,0
./audio_embeddings_multiseg/FAKE__id00747__seg01.npy,id00747,1,1
./audio_embeddings_multiseg/FAKE__id00752__seg00.npy,id00752,1,0
./audio_embeddings_multiseg/FAKE__id00752__seg01.npy,id00752,1,1
./audio_embeddings_multiseg/FAKE__id00752__seg02.npy,id00752,1,2
./audio_embeddings_multiseg/FAKE__id00752__seg03.npy,id00752,1,3
./audio_embeddings_multiseg/FAKE__id00761__seg00.npy,id00761,1,0
./audio_embeddings_multiseg/FAKE__id00761__seg01.npy,id00761,1,1
./audio_embeddings_multiseg/FAKE__id00761__seg02.npy,id00761,1,2
./audio_embeddings_multiseg/FAKE__id00763__seg00.npy,id00763,1,0
./audio_embeddings_multiseg/FAKE__id00763__seg01.npy,id00763,1,1
./audio_embeddings_multiseg/FAKE__id00763__seg02.npy,id00763,1,2
./audio_embeddings_multiseg/FAKE__id00769__seg00.npy,id00769,1,0
./audio_embeddings_multiseg/FAKE__id00769__seg01.npy,id00769,1,1
./audio_embeddings_multiseg/FAKE__id00773__seg00.npy,id00773,1,0
./audio_embeddings_multiseg/FAKE__id00773__seg01.npy,id00773,1,1
./audio_embeddings_multiseg/FAKE__id00775__seg00.npy,id00775,1,0
./audio_embeddings_multiseg/FAKE__id00775__seg01.npy,id00775,1,1
./audio_embeddings_multiseg/FAKE__id00777__seg00.npy,id00777,1,0
./audio_embeddings_multiseg/FAKE__id00777__seg01.npy,id00777,1,1
./audio_embeddings_multiseg/FAKE__id00777__seg02.npy,id00777,1,2
./audio_embeddings_multiseg/FAKE__id00781__seg00.npy,id00781,1,0
./audio_embeddings_multiseg/FAKE__id00806__seg00.npy,id00806,1,0
./audio_embeddings_multiseg/FAKE__id00813__seg00.npy,id00813,1,0
./audio_embeddings_multiseg/FAKE__id00813__seg01.npy,id00813,1,1
./audio_embeddings_multiseg/FAKE__id00813__seg02.npy,id00813,1,2
./audio_embeddings_multiseg/FAKE__id00816__seg00.npy,id00816,1,0
./audio_embeddings_multiseg/FAKE__id00816__seg01.npy,id00816,1,1
./audio_embeddings_multiseg/FAKE__id00816__seg02.npy,id00816,1,2
./audio_embeddings_multiseg/FAKE__id00823__seg00.npy,id00823,1,0
./audio_embeddings_multiseg/FAKE__id00826__seg00.npy,id00826,1,0
./audio_embeddings_multiseg/FAKE__id00826__seg01.npy,id00826,1,1
./audio_embeddings_multiseg/FAKE__id00829__seg00.npy,id00829,1,0
./audio_embeddings_multiseg/FAKE__id00829__seg01.npy,id00829,1,1
./audio_embeddings_multiseg/FAKE__id00830__seg00.npy,id00830,1,0
./audio_embeddings_multiseg/FAKE__id00830__seg01.npy,id00830,1,1
./audio_embeddings_multiseg/FAKE__id00830__seg02.npy,id00830,1,2
./audio_embeddings_multiseg/FAKE__id00832__seg00.npy,id00832,1,0
./audio_embeddings_multiseg/FAKE__id00832__seg01.npy,id00832,1,1
./audio_embeddings_multiseg/FAKE__id00835__seg00.npy,id00835,1,0
./audio_embeddings_multiseg/FAKE__id00835__seg01.npy,id00835,1,1
./audio_embeddings_multiseg/FAKE__id00841__seg00.npy,id00841,1,0
./audio_embeddings_multiseg/FAKE__id00842__seg00.npy,id00842,1,0
./audio_embeddings_multiseg/FAKE__id00842__seg01.npy,id00842,1,1
./audio_embeddings_multiseg/FAKE__id00842__seg02.npy,id00842,1,2
./audio_embeddings_multiseg/FAKE__id00848__seg00.npy,id00848,1,0
./audio_embeddings_multiseg/FAKE__id00848__seg01.npy,id00848,1,1
./audio_embeddings_multiseg/FAKE__id00857__seg00.npy,id00857,1,0
./audio_embeddings_multiseg/FAKE__id00857__seg01.npy,id00857,1,1
./audio_embeddings_multiseg/FAKE__id00860__seg00.npy,id00860,1,0
./audio_embeddings_multiseg/FAKE__id00860__seg01.npy,id00860,1,1
./audio_embeddings_multiseg/FAKE__id00863__seg00.npy,id00863,1,0
./audio_embeddings_multiseg/FAKE__id00863__seg01.npy,id00863,1,1
./audio_embeddings_multiseg/FAKE__id00897__seg00.npy,id00897,1,0
./audio_embeddings_multiseg/FAKE__id00897__seg01.npy,id00897,1,1
./audio_embeddings_multiseg/FAKE__id00909__seg00.npy,id00909,1,0
./audio_embeddings_multiseg/FAKE__id00909__seg01.npy,id00909,1,1
./audio_embeddings_multiseg/FAKE__id00919__seg00.npy,id00919,1,0
./audio_embeddings_multiseg/FAKE__id00919__seg01.npy,id00919,1,1
./audio_embeddings_multiseg/FAKE__id00935__seg00.npy,id00935,1,0
./audio_embeddings_multiseg/FAKE__id00943__seg00.npy,id00943,1,0
./audio_embeddings_multiseg/FAKE__id00943__seg01.npy,id00943,1,1
./audio_embeddings_multiseg/FAKE__id00944__seg00.npy,id00944,1,0
./audio_embeddings_multiseg/FAKE__id00944__seg01.npy,id00944,1,1
./audio_embeddings_multiseg/FAKE__id00945__seg00.npy,id00945,1,0
./audio_embeddings_multiseg/FAKE__id00945__seg01.npy,id00945,1,1
