uid,video_id,label_name,true_label,split
REAL__id01610,id01610,REAL,0,train
REAL__id01637,id01637,REAL,0,train
REAL__id01661,id01661,REAL,0,train
REAL__id01683,id01683,REAL,0,val
REAL__id01691,id01691,REAL,0,val
REAL__id01717,id01717,REAL,0,train
REAL__id01779,id01779,REAL,0,train
REAL__id01783,id01783,REAL,0,train
REAL__id01835,id01835,REAL,0,train
REAL__id01838,id01838,REAL,0,train
REAL__id01856,id01856,REAL,0,val
REAL__id01907,id01907,REAL,0,train
REAL__id01920,id01920,REAL,0,train
REAL__id01933,id01933,REAL,0,val
REAL__id01972,id01972,REAL,0,train
REAL__id01995,id01995,REAL,0,train
REAL__id02005,id02005,REAL,0,val
REAL__id02040,id02040,REAL,0,train
REAL__id02051,id02051,REAL,0,train
REAL__id02071,id02071,REAL,0,train
REAL__id02089,id02089,REAL,0,train
REAL__id02268,id02268,REAL,0,train
REAL__id02296,id02296,REAL,0,train
REAL__id02301,id02301,REAL,0,train
REAL__id02310,id02310,REAL,0,train
REAL__id02316,id02316,REAL,0,train
REAL__id02332,id02332,REAL,0,train
REAL__id02342,id02342,REAL,0,train
REAL__id02365,id02365,REAL,0,train
REAL__id02464,id02464,REAL,0,train
REAL__id02466,id02466,REAL,0,train
REAL__id02493,id02493,REAL,0,train
REAL__id02494,id02494,REAL,0,train
REAL__id02508,id02508,REAL,0,val
REAL__id02553,id02553,REAL,0,train
REAL__id02561,id02561,REAL,0,train
REAL__id02567,id02567,REAL,0,train
REAL__id02586,id02586,REAL,0,train
REAL__id02587,id02587,REAL,0,train
REAL__id02617,id02617,REAL,0,train
REAL__id02619,id02619,REAL,0,train
REAL__id02721,id02721,REAL,0,train
REAL__id02807,id02807,REAL,0,train
REAL__id02808,id02808,REAL,0,train
REAL__id02824,id02824,REAL,0,train
REAL__id02838,id02838,REAL,0,train
REAL__id02948,id02948,REAL,0,val
REAL__id03028,id03028,REAL,0,train
REAL__id03103,id03103,REAL,0,val
REAL__id03168,id03168,REAL,0,train
REAL__id03180,id03180,REAL,0,train
REAL__id03205,id03205,REAL,0,train
REAL__id03211,id03211,REAL,0,train
REAL__id03344,id03344,REAL,0,val
REAL__id03371,id03371,REAL,0,train
REAL__id03379,id03379,REAL,0,val
REAL__id03525,id03525,REAL,0,train
REAL__id03556,id03556,REAL,0,train
REAL__id03559,id03559,REAL,0,train
REAL__id03569,id03569,REAL,0,val
REAL__id03589,id03589,REAL,0,train
REAL__id03599,id03599,REAL,0,train
REAL__id03605,id03605,REAL,0,train
REAL__id03620,id03620,REAL,0,train
REAL__id03649,id03649,REAL,0,train
REAL__id03651,id03651,REAL,0,train
REAL__id03656,id03656,REAL,0,train
REAL__id03658,id03658,REAL,0,train
REAL__id03668,id03668,REAL,0,val
REAL__id03678,id03678,REAL,0,train
REAL__id03696,id03696,REAL,0,val
REAL__id03707,id03707,REAL,0,train
REAL__id03713,id03713,REAL,0,train
REAL__id03716,id03716,REAL,0,train
REAL__id03747,id03747,REAL,0,train
REAL__id03757,id03757,REAL,0,train
REAL__id03781,id03781,REAL,0,train
REAL__id03815,id03815,REAL,0,train
REAL__id03816,id03816,REAL,0,train
REAL__id03844,id03844,REAL,0,val
REAL__id03858,id03858,REAL,0,train
REAL__id03889,id03889,REAL,0,train
REAL__id03897,id03897,REAL,0,train
REAL__id03940,id03940,REAL,0,val
REAL__id03941,id03941,REAL,0,val
REAL__id03945,id03945,REAL,0,val
REAL__id03965,id03965,REAL,0,train
REAL__id03985,id03985,REAL,0,train
REAL__id04034,id04034,REAL,0,val
REAL__id04055,id04055,REAL,0,train
REAL__id04057,id04057,REAL,0,train
REAL__id04066,id04066,REAL,0,train
REAL__id04070,id04070,REAL,0,train
REAL__id04073,id04073,REAL,0,train
REAL__id04111,id04111,REAL,0,train
REAL__id04144,id04144,REAL,0,train
REAL__id04216,id04216,REAL,0,train
REAL__id04219,id04219,REAL,0,train
REAL__id04221,id04221,REAL,0,train
REAL__id04222,id04222,REAL,0,val
REAL__id04245,id04245,REAL,0,train
REAL__id04374,id04374,REAL,0,train
REAL__id04376,id04376,REAL,0,train
REAL__id04414,id04414,REAL,0,val
REAL__id04437,id04437,REAL,0,train
REAL__id04490,id04490,REAL,0,train
REAL__id04526,id04526,REAL,0,val
REAL__id04529,id04529,REAL,0,train
REAL__id04530,id04530,REAL,0,train
REAL__id04537,id04537,REAL,0,train
REAL__id04540,id04540,REAL,0,train
REAL__id04547,id04547,REAL,0,train
REAL__id04554,id04554,REAL,0,val
REAL__id04560,id04560,REAL,0,train
REAL__id04561,id04561,REAL,0,train
REAL__id04562,id04562,REAL,0,train
REAL__id04564,id04564,REAL,0,train
REAL__id04582,id04582,REAL,0,train
REAL__id04583,id04583,REAL,0,train
REAL__id04599,id04599,REAL,0,train
REAL__id04601,id04601,REAL,0,train
REAL__id04687,id04687,REAL,0,train
REAL__id04689,id04689,REAL,0,train
REAL__id04691,id04691,REAL,0,train
REAL__id04701,id04701,REAL,0,train
REAL__id04705,id04705,REAL,0,val
REAL__id04726,id04726,REAL,0,train
REAL__id04727,id04727,REAL,0,val
REAL__id04736,id04736,REAL,0,train
REAL__id04774,id04774,REAL,0,train
REAL__id04789,id04789,REAL,0,train
REAL__id04820,id04820,REAL,0,train
REAL__id04884,id04884,REAL,0,train
REAL__id04927,id04927,REAL,0,train
REAL__id04928,id04928,REAL,0,train
REAL__id04939,id04939,REAL,0,train
REAL__id05106,id05106,REAL,0,train
REAL__id05231,id05231,REAL,0,train
REAL__id05235,id05235,REAL,0,train
REAL__id05251,id05251,REAL,0,train
REAL__id05252,id05252,REAL,0,train
REAL__id05268,id05268,REAL,0,train
REAL__id05332,id05332,REAL,0,train
REAL__id05383,id05383,REAL,0,train
REAL__id05434,id05434,REAL,0,train
REAL__id05435,id05435,REAL,0,train
REAL__id05478,id05478,REAL,0,train
REAL__id05479,id05479,REAL,0,train
REAL__id05576,id05576,REAL,0,train
REAL__id05620,id05620,REAL,0,train
REAL__id05631,id05631,REAL,0,train
REAL__id05743,id05743,REAL,0,train
REAL__id05844,id05844,REAL,0,train
REAL__id05845,id05845,REAL,0,val
REAL__id05920,id05920,REAL,0,train
REAL__id05931,id05931,REAL,0,train
REAL__id05980,id05980,REAL,0,train
REAL__id06054,id06054,REAL,0,train
REAL__id06060,id06060,REAL,0,train
REAL__id06061,id06061,REAL,0,val
REAL__id06065,id06065,REAL,0,train
REAL__id06066,id06066,REAL,0,train
REAL__id06152,id06152,REAL,0,train
REAL__id06158,id06158,REAL,0,train
REAL__id06225,id06225,REAL,0,train
REAL__id06232,id06232,REAL,0,train
REAL__id06254,id06254,REAL,0,train
REAL__id06268,id06268,REAL,0,val
REAL__id06269,id06269,REAL,0,train
REAL__id06334,id06334,REAL,0,train
REAL__id06343,id06343,REAL,0,train
REAL__id06354,id06354,REAL,0,train
REAL__id06355,id06355,REAL,0,train
REAL__id06388,id06388,REAL,0,train
REAL__id06427,id06427,REAL,0,train
REAL__id06428,id06428,REAL,0,val
REAL__id06437,id06437,REAL,0,train
REAL__id06438,id06438,REAL,0,train
REAL__id06439,id06439,REAL,0,train
REAL__id06443,id06443,REAL,0,train
REAL__id06445,id06445,REAL,0,train
REAL__id06462,id06462,REAL,0,train
REAL__id06467,id06467,REAL,0,train
REAL__id06470,id06470,REAL,0,val
REAL__id06535,id06535,REAL,0,train
REAL__id06591,id06591,REAL,0,val
REAL__id06594,id06594,REAL,0,train
REAL__id06752,id06752,REAL,0,train
REAL__id06753,id06753,REAL,0,train
REAL__id06776,id06776,REAL,0,train
REAL__id06807,id06807,REAL,0,train
REAL__id06878,id06878,REAL,0,train
REAL__id07008,id07008,REAL,0,train
REAL__id07039,id07039,REAL,0,train
REAL__id07049,id07049,REAL,0,train
REAL__id07051,id07051,REAL,0,train
REAL__id07058,id07058,REAL,0,val
REAL__id07078,id07078,REAL,0,train
REAL__id07102,id07102,REAL,0,val
REAL__id07108,id07108,REAL,0,val
REAL__id07136,id07136,REAL,0,train
REAL__id07161,id07161,REAL,0,train
REAL__id07163,id07163,REAL,0,train
REAL__id07165,id07165,REAL,0,train
REAL__id07179,id07179,REAL,0,train
REAL__id07182,id07182,REAL,0,train
REAL__id07194,id07194,REAL,0,val
REAL__id07195,id07195,REAL,0,train
REAL__id07200,id07200,REAL,0,train
REAL__id07210,id07210,REAL,0,train
REAL__id07233,id07233,REAL,0,train
REAL__id07236,id07236,REAL,0,train
REAL__id07338,id07338,REAL,0,train
REAL__id07377,id07377,REAL,0,val
REAL__id07383,id07383,REAL,0,train
REAL__id07463,id07463,REAL,0,train
REAL__id07686,id07686,REAL,0,train
REAL__id07689,id07689,REAL,0,train
REAL__id07739,id07739,REAL,0,train
REAL__id07768,id07768,REAL,0,train
REAL__id07799,id07799,REAL,0,val
REAL__id07901,id07901,REAL,0,train
REAL__id08139,id08139,REAL,0,train
REAL__id08299,id08299,REAL,0,train
REAL__id08313,id08313,REAL,0,train
REAL__id08314,id08314,REAL,0,train
REAL__id08397,id08397,REAL,0,train
REAL__id08402,id08402,REAL,0,train
REAL__id08457,id08457,REAL,0,train
REAL__id08613,id08613,REAL,0,train
REAL__id08652,id08652,REAL,0,train
REAL__id08819,id08819,REAL,0,train
REAL__id09053,id09053,REAL,0,val
REAL__id09116,id09116,REAL,0,train
REAL__id09125,id09125,REAL,0,train
REAL__id09143,id09143,REAL,0,train
REAL__id09171,id09171,REAL,0,val
REAL__id09174,id09174,REAL,0,train
REAL__id09175,id09175,REAL,0,train
REAL__id09181,id09181,REAL,0,val
FAKE__id00018,id00018,FAKE,1,train
FAKE__id00020,id00020,FAKE,1,train
FAKE__id00021,id00021,FAKE,1,train
FAKE__id00029,id00029,FAKE,1,val
FAKE__id00032,id00032,FAKE,1,train
FAKE__id00033,id00033,FAKE,1,train
FAKE__id00042,id00042,FAKE,1,train
FAKE__id00043,id00043,FAKE,1,train
FAKE__id00049,id00049,FAKE,1,train
FAKE__id00056,id00056,FAKE,1,train
FAKE__id00060,id00060,FAKE,1,train
FAKE__id00062,id00062,FAKE,1,val
FAKE__id00063,id00063,FAKE,1,train
FAKE__id00068,id00068,FAKE,1,train
FAKE__id00071,id00071,FAKE,1,train
FAKE__id00076,id00076,FAKE,1,val
FAKE__id00080,id00080,FAKE,1,train
FAKE__id00082,id00082,FAKE,1,train
FAKE__id00087,id00087,FAKE,1,train
FAKE__id00088,id00088,FAKE,1,train
FAKE__id00097,id00097,FAKE,1,train
FAKE__id00098,id00098,FAKE,1,train
FAKE__id00100,id00100,FAKE,1,train
FAKE__id00103,id00103,FAKE,1,train
FAKE__id00126,id00126,FAKE,1,train
FAKE__id00137,id00137,FAKE,1,train
FAKE__id00145,id00145,FAKE,1,train
FAKE__id00149,id00149,FAKE,1,train
FAKE__id00166,id00166,FAKE,1,train
FAKE__id00169,id00169,FAKE,1,train
FAKE__id00171,id00171,FAKE,1,train
FAKE__id00173,id00173,FAKE,1,train
FAKE__id00179,id00179,FAKE,1,val
FAKE__id00180,id00180,FAKE,1,train
FAKE__id00183,id00183,FAKE,1,val
FAKE__id00184,id00184,FAKE,1,val
FAKE__id00185,id00185,FAKE,1,train
FAKE__id00186,id00186,FAKE,1,train
FAKE__id00187,id00187,FAKE,1,train
FAKE__id00188,id00188,FAKE,1,train
FAKE__id00190,id00190,FAKE,1,train
FAKE__id00192,id00192,FAKE,1,train
FAKE__id00220,id00220,FAKE,1,val
FAKE__id00225,id00225,FAKE,1,val
FAKE__id00231,id00231,FAKE,1,train
FAKE__id00232,id00232,FAKE,1,train
FAKE__id00234,id00234,FAKE,1,train
FAKE__id00241,id00241,FAKE,1,train
FAKE__id00243,id00243,FAKE,1,train
FAKE__id00253,id00253,FAKE,1,train
FAKE__id00262,id00262,FAKE,1,train
FAKE__id00264,id00264,FAKE,1,train
FAKE__id00265,id00265,FAKE,1,train
FAKE__id00266,id00266,FAKE,1,train
FAKE__id00271,id00271,FAKE,1,train
FAKE__id00272,id00272,FAKE,1,train
FAKE__id00282,id00282,FAKE,1,train
FAKE__id00287,id00287,FAKE,1,train
FAKE__id00291,id00291,FAKE,1,train
FAKE__id00292,id00292,FAKE,1,train
FAKE__id00305,id00305,FAKE,1,train
FAKE__id00306,id00306,FAKE,1,train
FAKE__id00325,id00325,FAKE,1,train
FAKE__id00328,id00328,FAKE,1,train
FAKE__id00330,id00330,FAKE,1,val
FAKE__id00332,id00332,FAKE,1,train
FAKE__id00345,id00345,FAKE,1,train
FAKE__id00350,id00350,FAKE,1,train
FAKE__id00358,id00358,FAKE,1,train
FAKE__id00363,id00363,FAKE,1,train
FAKE__id00365,id00365,FAKE,1,train
FAKE__id00366,id00366,FAKE,1,train
FAKE__id00368,id00368,FAKE,1,train
FAKE__id00373,id00373,FAKE,1,train
FAKE__id00374,id00374,FAKE,1,val
FAKE__id00379,id00379,FAKE,1,train
FAKE__id00381,id00381,FAKE,1,train
FAKE__id00383,id00383,FAKE,1,train
FAKE__id00385,id00385,FAKE,1,train
FAKE__id00391,id00391,FAKE,1,train
FAKE__id00398,id00398,FAKE,1,train
FAKE__id00414,id00414,FAKE,1,train
FAKE__id00415,id00415,FAKE,1,train
FAKE__id00417,id00417,FAKE,1,train
FAKE__id00418,id00418,FAKE,1,train
FAKE__id00430,id00430,FAKE,1,train
FAKE__id00431,id00431,FAKE,1,train
FAKE__id00434,id00434,FAKE,1,train
FAKE__id00458,id00458,FAKE,1,train
FAKE__id00460,id00460,FAKE,1,val
FAKE__id00461,id00461,FAKE,1,train
FAKE__id00462,id00462,FAKE,1,train
FAKE__id00476,id00476,FAKE,1,val
FAKE__id00478,id00478,FAKE,1,train
FAKE__id00484,id00484,FAKE,1,val
FAKE__id00488,id00488,FAKE,1,val
FAKE__id00491,id00491,FAKE,1,train
FAKE__id00496,id00496,FAKE,1,train
FAKE__id00498,id00498,FAKE,1,val
FAKE__id00518,id00518,FAKE,1,train
FAKE__id00520,id00520,FAKE,1,val
FAKE__id00529,id00529,FAKE,1,train
FAKE__id00535,id00535,FAKE,1,train
FAKE__id00548,id00548,FAKE,1,train
FAKE__id00554,id00554,FAKE,1,val
FAKE__id00555,id00555,FAKE,1,train
FAKE__id00559,id00559,FAKE,1,train
FAKE__id00560,id00560,FAKE,1,train
FAKE__id00566,id00566,FAKE,1,train
FAKE__id00569,id00569,FAKE,1,train
FAKE__id00575,id00575,FAKE,1,train
FAKE__id00577,id00577,FAKE,1,train
FAKE__id00579,id00579,FAKE,1,train
FAKE__id00581,id00581,FAKE,1,val
FAKE__id00582,id00582,FAKE,1,val
FAKE__id00589,id00589,FAKE,1,train
FAKE__id00591,id00591,FAKE,1,train
FAKE__id00592,id00592,FAKE,1,train
FAKE__id00594,id00594,FAKE,1,train
FAKE__id00616,id00616,FAKE,1,train
FAKE__id00618,id00618,FAKE,1,train
FAKE__id00680,id00680,FAKE,1,train
FAKE__id00685,id00685,FAKE,1,train
FAKE__id00694,id00694,FAKE,1,train
FAKE__id00696,id00696,FAKE,1,train
FAKE__id00701,id00701,FAKE,1,train
FAKE__id00708,id00708,FAKE,1,train
FAKE__id00709,id00709,FAKE,1,train
FAKE__id00732,id00732,FAKE,1,train
FAKE__id00735,id00735,FAKE,1,train
FAKE__id00740,id00740,FAKE,1,train
FAKE__id00745,id00745,FAKE,1,train
FAKE__id00747,id00747,FAKE,1,train
FAKE__id00752,id00752,FAKE,1,train
FAKE__id00761,id00761,FAKE,1,train
FAKE__id00773,id00773,FAKE,1,train
FAKE__id00775,id00775,FAKE,1,train
FAKE__id00777,id00777,FAKE,1,train
FAKE__id00806,id00806,FAKE,1,train
FAKE__id00816,id00816,FAKE,1,train
FAKE__id00826,id00826,FAKE,1,train
FAKE__id00829,id00829,FAKE,1,train
FAKE__id00841,id00841,FAKE,1,train
FAKE__id00842,id00842,FAKE,1,train
FAKE__id00848,id00848,FAKE,1,train
FAKE__id00857,id00857,FAKE,1,train
FAKE__id00860,id00860,FAKE,1,val
FAKE__id00863,id00863,FAKE,1,train
FAKE__id00897,id00897,FAKE,1,train
FAKE__id00909,id00909,FAKE,1,train
FAKE__id00919,id00919,FAKE,1,val
FAKE__id00935,id00935,FAKE,1,val
FAKE__id00943,id00943,FAKE,1,train
FAKE__id00944,id00944,FAKE,1,train
FAKE__id00945,id00945,FAKE,1,train
FAKE__id00946,id00946,FAKE,1,train
FAKE__id00963,id00963,FAKE,1,train
FAKE__id00971,id00971,FAKE,1,train
FAKE__id00981,id00981,FAKE,1,train
FAKE__id00990,id00990,FAKE,1,val
FAKE__id00999,id00999,FAKE,1,train
FAKE__id01001,id01001,FAKE,1,train
FAKE__id01002,id01002,FAKE,1,val
FAKE__id01004,id01004,FAKE,1,val
FAKE__id01005,id01005,FAKE,1,train
FAKE__id01018,id01018,FAKE,1,train
FAKE__id01026,id01026,FAKE,1,train
FAKE__id01035,id01035,FAKE,1,val
FAKE__id01036,id01036,FAKE,1,train
FAKE__id01042,id01042,FAKE,1,train
FAKE__id01044,id01044,FAKE,1,train
FAKE__id01048,id01048,FAKE,1,train
FAKE__id01051,id01051,FAKE,1,train
FAKE__id01052,id01052,FAKE,1,train
FAKE__id01058,id01058,FAKE,1,train
FAKE__id01075,id01075,FAKE,1,train
FAKE__id01076,id01076,FAKE,1,val
FAKE__id01091,id01091,FAKE,1,val
FAKE__id01096,id01096,FAKE,1,val
FAKE__id01098,id01098,FAKE,1,train
FAKE__id01099,id01099,FAKE,1,train
FAKE__id01102,id01102,FAKE,1,train
FAKE__id01123,id01123,FAKE,1,train
